Date,Price,Open,High,Low,Volume,Change%
2023-04-21,1.3539,1.3474,1.3565,1.3472,NULL,0.48%
2023-04-20,1.3474,1.3460,1.3491,1.3447,NULL,0.10%
2023-04-19,1.3460,1.3389,1.3468,1.3385,NULL,0.55%
2023-04-18,1.3387,1.3394,1.3401,1.3359,NULL,-0.04%
2023-04-17,1.3392,1.3362,1.3421,1.3342,NULL,0.23%
2023-04-14,1.3361,1.3338,1.3397,1.3302,NULL,0.20%
2023-04-13,1.3334,1.3442,1.3449,1.3333,NULL,-0.77%
2023-04-12,1.3438,1.3468,1.3491,1.3428,NULL,-0.21%
2023-04-11,1.3466,1.3510,1.3518,1.3462,NULL,-0.30%
2023-04-10,1.3506,1.3523,1.3554,1.3485,NULL,-0.01%
2023-04-07,1.3507,1.3492,1.3531,1.3483,NULL,0.11%
2023-04-06,1.3492,1.3458,1.3507,1.3447,NULL,0.25%
2023-04-05,1.3458,1.3442,1.3485,1.3426,NULL,0.14%
2023-04-04,1.3439,1.3438,1.3469,1.3407,NULL,0.03%
2023-04-03,1.3435,1.3518,1.3538,1.3411,NULL,-0.59%
2023-03-31,1.3515,1.3523,1.3566,1.3507,NULL,-0.04%
2023-03-30,1.3520,1.3558,1.3583,1.3516,NULL,-0.26%
2023-03-29,1.3555,1.3603,1.3618,1.3556,NULL,-0.32%
2023-03-28,1.3598,1.3663,1.3697,1.3591,NULL,-0.45%
2023-03-27,1.3660,1.3741,1.3747,1.3649,NULL,-0.61%
2023-03-24,1.3744,1.3717,1.3806,1.3707,NULL,0.23%
2023-03-23,1.3713,1.3728,1.3736,1.3630,NULL,-0.10%
2023-03-22,1.3727,1.3716,1.3746,1.3657,NULL,0.10%
2023-03-21,1.3713,1.3666,1.3739,1.3644,NULL,0.36%
2023-03-20,1.3664,1.3725,1.3748,1.3651,NULL,-0.46%
2023-03-17,1.3727,1.3722,1.3775,1.3677,NULL,0.07%
2023-03-16,1.3718,1.3762,1.3789,1.3714,NULL,-0.36%
2023-03-15,1.3767,1.3685,1.3815,1.3660,NULL,0.61%
2023-03-14,1.3684,1.3726,1.3752,1.3651,NULL,-0.29%
2023-03-13,1.3724,1.3819,1.3827,1.3676,NULL,-0.74%
2023-03-10,1.3827,1.3824,1.3863,1.3761,NULL,0.00%
2023-03-09,1.3827,1.3801,1.3838,1.3752,NULL,0.17%
2023-03-08,1.3804,1.3754,1.3817,1.3744,NULL,0.39%
2023-03-07,1.3751,1.3616,1.3762,1.3600,NULL,1.02%
2023-03-06,1.3612,1.3596,1.3630,1.3582,NULL,0.14%
2023-03-03,1.3593,1.3596,1.3646,1.3554,NULL,-0.01%
2023-03-02,1.3594,1.3596,1.3643,1.3582,NULL,0.00%
2023-03-01,1.3594,1.3642,1.3661,1.3584,NULL,-0.37%
2023-02-28,1.3645,1.3577,1.3649,1.3560,NULL,0.52%
2023-02-27,1.3575,1.3613,1.3626,1.3534,NULL,-0.25%
2023-02-24,1.3609,1.3545,1.3667,1.3527,NULL,0.46%
2023-02-23,1.3547,1.3550,1.3583,1.3516,NULL,-0.01%
2023-02-22,1.3549,1.3543,1.3569,1.3514,NULL,0.09%
2023-02-21,1.3537,1.3454,1.3550,1.3441,NULL,0.64%
2023-02-20,1.3451,1.3476,1.3495,1.3441,NULL,-0.14%
2023-02-17,1.3470,1.3454,1.3539,1.3447,NULL,0.10%
2023-02-16,1.3456,1.3391,1.3480,1.3357,NULL,0.48%
2023-02-15,1.3392,1.3338,1.3441,1.3333,NULL,0.43%
2023-02-14,1.3334,1.3333,1.3392,1.3274,NULL,0.03%
2023-02-13,1.3330,1.3346,1.3381,1.3325,NULL,-0.10%
2023-02-10,1.3344,1.3452,1.3474,1.3338,NULL,-0.80%
2023-02-09,1.3451,1.3444,1.3465,1.3372,NULL,0.05%
2023-02-08,1.3444,1.3400,1.3452,1.3360,NULL,0.34%
2023-02-07,1.3398,1.3446,1.3470,1.3380,NULL,-0.36%
2023-02-06,1.3446,1.3390,1.3477,1.3390,NULL,0.37%
2023-02-03,1.3396,1.3318,1.3427,1.3311,NULL,0.61%
2023-02-02,1.3315,1.3287,1.3348,1.3262,NULL,0.21%
2023-02-01,1.3287,1.3305,1.3381,1.3265,NULL,-0.14%
2023-01-31,1.3305,1.3388,1.3472,1.3298,NULL,-0.59%
2023-01-30,1.3384,1.3312,1.3390,1.3299,NULL,0.56%
2023-01-27,1.3309,1.3322,1.3348,1.3300,NULL,-0.08%
2023-01-26,1.3320,1.3392,1.3409,1.3303,NULL,-0.54%
2023-01-25,1.3392,1.3372,1.3430,1.3340,NULL,0.16%
2023-01-24,1.3370,1.3371,1.3415,1.3346,NULL,0.03%
2023-01-23,1.3366,1.3386,1.3419,1.3341,NULL,-0.10%
2023-01-20,1.3380,1.3462,1.3499,1.3373,NULL,-0.59%
2023-01-19,1.3460,1.3491,1.3522,1.3446,NULL,-0.23%
2023-01-18,1.3491,1.3387,1.3502,1.3350,NULL,0.77%
2023-01-17,1.3388,1.3406,1.3439,1.3368,NULL,-0.14%
2023-01-16,1.3407,1.3399,1.3419,1.3352,NULL,0.08%
2023-01-13,1.3396,1.3365,1.3441,1.3322,NULL,0.25%
2023-01-12,1.3362,1.3426,1.3458,1.3345,NULL,-0.45%
2023-01-11,1.3422,1.3426,1.3447,1.3404,NULL,-0.01%
2023-01-10,1.3423,1.3386,1.3447,1.3375,NULL,0.27%
2023-01-09,1.3387,1.3444,1.3451,1.3357,NULL,-0.41%
2023-01-06,1.3442,1.3575,1.3666,1.3432,NULL,-0.94%
2023-01-05,1.3569,1.3478,1.3596,1.3469,NULL,0.69%
2023-01-04,1.3476,1.3671,1.3682,1.3474,NULL,-1.41%
2023-01-03,1.3669,1.3573,1.3686,1.3523,NULL,0.71%
2023-01-02,1.3572,1.3551,1.3586,1.3524,NULL,0.17%
2022-12-30,1.3549,1.3548,1.3583,1.3514,NULL,0.02%
2022-12-29,1.3546,1.3611,1.3611,1.3537,NULL,-0.46%
2022-12-28,1.3608,1.3528,1.3612,1.3485,NULL,0.64%
2022-12-27,1.3522,1.3584,1.3585,1.3484,NULL,-0.45%
2022-12-26,1.3583,1.3611,1.3617,1.3575,NULL,-0.11%
2022-12-23,1.3598,1.3647,1.3664,1.3562,NULL,-0.35%
2022-12-22,1.3646,1.3610,1.3686,1.3570,NULL,0.27%
2022-12-21,1.3609,1.3610,1.3639,1.3588,NULL,0.00%
2022-12-20,1.3609,1.3651,1.3706,1.3580,NULL,-0.24%
2022-12-19,1.3642,1.3679,1.3696,1.3623,NULL,-0.42%
2022-12-16,1.3700,1.3656,1.3707,1.3617,NULL,0.31%
2022-12-15,1.3658,1.3550,1.3675,1.3539,NULL,0.81%
2022-12-14,1.3548,1.3552,1.3613,1.3519,NULL,-0.01%
2022-12-13,1.3549,1.3639,1.3646,1.3521,NULL,-0.63%
2022-12-12,1.3635,1.3636,1.3685,1.3618,NULL,-0.11%
2022-12-09,1.3650,1.3596,1.3691,1.3569,NULL,0.40%
2022-12-08,1.3595,1.3652,1.3690,1.3561,NULL,-0.41%
2022-12-07,1.3651,1.3654,1.3701,1.3589,NULL,0.00%
2022-12-06,1.3651,1.3590,1.3677,1.3570,NULL,0.46%
2022-12-05,1.3588,1.3465,1.3607,1.3385,NULL,0.89%
2022-12-02,1.3468,1.3438,1.3522,1.3420,NULL,0.27%
2022-12-01,1.3432,1.3411,1.3472,1.3394,NULL,0.17%
2022-11-30,1.3409,1.3579,1.3594,1.3409,NULL,-1.24%
2022-11-29,1.3578,1.3499,1.3647,1.3409,NULL,0.60%
2022-11-28,1.3497,1.3398,1.3506,1.3390,NULL,0.90%
2022-11-25,1.3377,1.3337,1.3400,1.3316,NULL,0.30%
2022-11-24,1.3337,1.3352,1.3364,1.3316,NULL,-0.10%
2022-11-23,1.3351,1.3378,1.3441,1.3345,NULL,-0.18%
2022-11-22,1.3375,1.3450,1.3459,1.3365,NULL,-0.54%
2022-11-21,1.3447,1.3386,1.3497,1.3373,NULL,0.47%
2022-11-18,1.3384,1.3326,1.3411,1.3300,NULL,0.44%
2022-11-17,1.3326,1.3328,1.3403,1.3305,NULL,-0.01%
2022-11-16,1.3327,1.3279,1.3348,1.3228,NULL,0.38%
2022-11-15,1.3277,1.3314,1.3337,1.3226,NULL,-0.26%
2022-11-14,1.3311,1.3257,1.3319,1.3239,NULL,0.43%
2022-11-11,1.3254,1.3320,1.3362,1.3235,NULL,-0.48%
2022-11-10,1.3318,1.3529,1.3573,1.3308,NULL,-1.54%
2022-11-09,1.3526,1.3426,1.3543,1.3411,NULL,0.74%
2022-11-08,1.3426,1.3499,1.3528,1.3386,NULL,-0.52%
2022-11-07,1.3496,1.3544,1.3554,1.3465,NULL,0.13%
2022-11-04,1.3478,1.3746,1.3752,1.3469,NULL,-1.94%
2022-11-03,1.3745,1.3712,1.3809,1.3682,NULL,0.26%
2022-11-02,1.3710,1.3632,1.3715,1.3548,NULL,0.59%
2022-11-01,1.3629,1.3625,1.3668,1.3529,NULL,0.05%
2022-10-31,1.3622,1.3615,1.3687,1.3600,NULL,0.16%
2022-10-28,1.3600,1.3565,1.3636,1.3524,NULL,0.27%
2022-10-27,1.3563,1.3553,1.3628,1.3495,NULL,0.09%
2022-10-26,1.3551,1.3608,1.3652,1.3508,NULL,-0.40%
2022-10-25,1.3606,1.3705,1.3749,1.3601,NULL,-0.72%
2022-10-24,1.3704,1.3649,1.3775,1.3606,NULL,0.48%
2022-10-21,1.3638,1.3767,1.3856,1.3628,NULL,-0.91%
2022-10-20,1.3763,1.3768,1.3808,1.3651,NULL,-0.01%
2022-10-19,1.3764,1.3741,1.3811,1.3718,NULL,0.19%
2022-10-18,1.3738,1.3714,1.3811,1.3657,NULL,0.21%
2022-10-17,1.3709,1.3877,1.3882,1.3699,NULL,-1.23%
2022-10-14,1.3880,1.3752,1.3899,1.3704,NULL,0.95%
2022-10-13,1.3750,1.3814,1.3979,1.3707,NULL,-0.46%
2022-10-12,1.3814,1.3798,1.3832,1.3760,NULL,0.13%
2022-10-11,1.3796,1.3777,1.3857,1.3714,NULL,0.15%
2022-10-10,1.3775,1.3735,1.3783,1.3703,NULL,0.28%
2022-10-07,1.3737,1.3748,1.3762,1.3674,NULL,-0.07%
2022-10-06,1.3747,1.3617,1.3756,1.3564,NULL,0.98%
2022-10-05,1.3614,1.3513,1.3697,1.3503,NULL,0.76%
2022-10-04,1.3511,1.3624,1.3666,1.3503,NULL,-0.81%
2022-10-03,1.3622,1.3817,1.3828,1.3620,NULL,-1.48%
2022-09-30,1.3826,1.3679,1.3840,1.3657,NULL,1.09%
2022-09-29,1.3677,1.3607,1.3757,1.3605,NULL,0.53%
2022-09-28,1.3605,1.3726,1.3834,1.3602,NULL,-0.85%
2022-09-27,1.3721,1.3739,1.3777,1.3639,NULL,-0.08%
2022-09-26,1.3732,1.3591,1.3810,1.3559,NULL,1.05%
2022-09-23,1.3589,1.3487,1.3613,1.3467,NULL,0.76%
2022-09-22,1.3487,1.3460,1.3546,1.3409,NULL,0.17%
2022-09-21,1.3464,1.3363,1.3469,1.3357,NULL,0.76%
2022-09-20,1.3362,1.3251,1.3376,1.3226,NULL,0.86%
2022-09-19,1.3248,1.3268,1.3345,1.3244,NULL,-0.09%
2022-09-16,1.3260,1.3228,1.3309,1.3226,NULL,0.25%
2022-09-15,1.3227,1.3167,1.3242,1.3153,NULL,0.49%
2022-09-14,1.3163,1.3169,1.3207,1.3139,NULL,-0.03%
2022-09-13,1.3167,1.2993,1.3177,1.2953,NULL,1.35%
2022-09-12,1.2991,1.3024,1.3058,1.2962,NULL,-0.27%
2022-09-09,1.3026,1.3093,1.3100,1.2981,NULL,-0.50%
2022-09-08,1.3091,1.3127,1.3161,1.3076,NULL,-0.26%
2022-09-07,1.3125,1.3155,1.3210,1.3110,NULL,-0.21%
2022-09-06,1.3152,1.3142,1.3171,1.3096,NULL,0.08%
2022-09-05,1.3141,1.3129,1.3175,1.3123,NULL,0.07%
2022-09-02,1.3132,1.3156,1.3171,1.3074,NULL,-0.15%
2022-09-01,1.3152,1.3134,1.3209,1.3125,NULL,0.19%
2022-08-31,1.3127,1.3093,1.3142,1.3063,NULL,0.27%
2022-08-30,1.3092,1.3013,1.3110,1.2971,NULL,0.62%
2022-08-29,1.3011,1.3030,1.3077,1.2990,NULL,-0.17%
2022-08-26,1.3033,1.2924,1.3045,1.2903,NULL,0.84%
2022-08-25,1.2924,1.2967,1.2977,1.2895,NULL,-0.32%
2022-08-24,1.2965,1.2953,1.3020,1.2953,NULL,0.10%
2022-08-23,1.2952,1.3057,1.3064,1.2933,NULL,-0.80%
2022-08-22,1.3057,1.2998,1.3063,1.2971,NULL,0.49%
2022-08-19,1.2993,1.2950,1.3011,1.2943,NULL,0.36%
2022-08-18,1.2947,1.2912,1.2968,1.2880,NULL,0.29%
2022-08-17,1.2909,1.2846,1.2938,1.2826,NULL,0.51%
2022-08-16,1.2844,1.2906,1.2930,1.2830,NULL,-0.46%
2022-08-15,1.2904,1.2769,1.2936,1.2769,NULL,1.03%
2022-08-12,1.2773,1.2769,1.2804,1.2738,NULL,0.09%
2022-08-11,1.2761,1.2773,1.2793,1.2727,NULL,-0.09%
2022-08-10,1.2773,1.2889,1.2897,1.2750,NULL,-0.89%
2022-08-09,1.2888,1.2859,1.2902,1.2843,NULL,0.26%
2022-08-08,1.2854,1.2932,1.2952,1.2838,NULL,-0.59%
2022-08-05,1.2930,1.2864,1.2986,1.2861,NULL,0.51%
2022-08-04,1.2864,1.2845,1.2878,1.2817,NULL,0.20%
2022-08-03,1.2838,1.2883,1.2893,1.2832,NULL,-0.33%
2022-08-02,1.2880,1.2845,1.2889,1.2833,NULL,0.27%
2022-08-01,1.2845,1.2815,1.2858,1.2766,NULL,0.41%
2022-07-29,1.2793,1.2807,1.2856,1.2788,NULL,-0.09%
2022-07-28,1.2804,1.2825,1.2871,1.2794,NULL,-0.13%
2022-07-27,1.2821,1.2887,1.2913,1.2808,NULL,-0.49%
2022-07-26,1.2884,1.2849,1.2903,1.2815,NULL,0.28%
2022-07-25,1.2848,1.2916,1.2948,1.2834,NULL,-0.51%
2022-07-22,1.2914,1.2870,1.2929,1.2822,NULL,0.37%
2022-07-21,1.2867,1.2883,1.2939,1.2859,NULL,-0.13%
2022-07-20,1.2884,1.2871,1.2908,1.2854,NULL,0.12%
2022-07-19,1.2869,1.2981,1.2991,1.2867,NULL,-0.84%
2022-07-18,1.2978,1.3024,1.3030,1.2898,NULL,-0.40%
2022-07-15,1.3030,1.3120,1.3137,1.3013,NULL,-0.66%
2022-07-14,1.3117,1.2974,1.3225,1.2967,NULL,1.13%
2022-07-13,1.2971,1.3023,1.3062,1.2936,NULL,-0.38%
2022-07-12,1.3021,1.3009,1.3051,1.2983,NULL,0.12%
2022-07-11,1.3005,1.2950,1.3053,1.2941,NULL,0.44%
2022-07-08,1.2948,1.2965,1.3036,1.2936,NULL,-0.12%
2022-07-07,1.2964,1.3038,1.3057,1.2962,NULL,-0.55%
2022-07-06,1.3036,1.3039,1.3080,1.3011,NULL,0.00%
2022-07-05,1.3036,1.2861,1.3085,1.2843,NULL,1.38%
2022-07-04,1.2859,1.2889,1.2904,1.2837,NULL,-0.19%
2022-07-01,1.2883,1.2873,1.2968,1.2866,NULL,0.09%
2022-06-30,1.2872,1.2894,1.2935,1.2861,NULL,-0.15%
2022-06-29,1.2891,1.2875,1.2902,1.2843,NULL,0.16%
2022-06-28,1.2871,1.2881,1.2896,1.2818,NULL,-0.05%
2022-06-27,1.2878,1.2895,1.2918,1.2863,NULL,-0.12%
2022-06-24,1.2893,1.2996,1.3007,1.2889,NULL,-0.78%
2022-06-23,1.2994,1.2948,1.3019,1.2936,NULL,0.38%
2022-06-22,1.2945,1.2920,1.2998,1.2912,NULL,0.20%
2022-06-21,1.2919,1.2981,1.2988,1.2906,NULL,-0.46%
2022-06-20,1.2979,1.3031,1.3040,1.2977,NULL,-0.36%
2022-06-17,1.3026,1.2952,1.3080,1.2938,NULL,0.59%
2022-06-16,1.2949,1.2890,1.2971,1.2860,NULL,0.46%
2022-06-15,1.2890,1.2954,1.2997,1.2862,NULL,-0.49%
2022-06-14,1.2954,1.2898,1.2976,1.2866,NULL,0.44%
2022-06-13,1.2897,1.2783,1.2902,1.2773,NULL,0.91%
2022-06-10,1.2781,1.2699,1.2814,1.2680,NULL,0.67%
2022-06-09,1.2696,1.2565,1.2706,1.2548,NULL,1.11%
2022-06-08,1.2557,1.2533,1.2567,1.2517,NULL,0.23%
2022-06-07,1.2528,1.2580,1.2620,1.2522,NULL,-0.37%
2022-06-06,1.2575,1.2591,1.2603,1.2534,NULL,-0.14%
2022-06-03,1.2593,1.2570,1.2597,1.2550,NULL,0.19%
2022-06-02,1.2569,1.2657,1.2688,1.2563,NULL,-0.69%
2022-06-01,1.2656,1.2645,1.2678,1.2608,NULL,0.09%
2022-05-31,1.2644,1.2656,1.2688,1.2628,NULL,-0.09%
2022-05-30,1.2655,1.2732,1.2736,1.2649,NULL,-0.53%
2022-05-27,1.2723,1.2774,1.2784,1.2717,NULL,-0.38%
2022-05-26,1.2772,1.2815,1.2850,1.2767,NULL,-0.34%
2022-05-25,1.2815,1.2818,1.2886,1.2801,NULL,-0.02%
2022-05-24,1.2817,1.2766,1.2874,1.2765,NULL,0.42%
2022-05-23,1.2764,1.2844,1.2849,1.2766,NULL,-0.56%
2022-05-20,1.2836,1.2827,1.2870,1.2776,NULL,0.09%
2022-05-19,1.2825,1.2890,1.2895,1.2782,NULL,-0.49%
2022-05-18,1.2888,1.2812,1.2897,1.2794,NULL,0.62%
2022-05-17,1.2809,1.2844,1.2860,1.2805,NULL,-0.26%
2022-05-16,1.2843,1.2925,1.2983,1.2835,NULL,-0.50%
2022-05-13,1.2908,1.3045,1.3051,1.2896,NULL,-1.04%
2022-05-12,1.3044,1.2992,1.3078,1.2977,NULL,0.39%
2022-05-11,1.2993,1.3026,1.3041,1.2921,NULL,-0.23%
2022-05-10,1.3023,1.3011,1.3054,1.2961,NULL,0.12%
2022-05-09,1.3007,1.2907,1.3017,1.2893,NULL,0.79%
2022-05-06,1.2905,1.2835,1.2914,1.2813,NULL,0.57%
2022-05-05,1.2832,1.2747,1.2870,1.2711,NULL,0.79%
2022-05-04,1.2731,1.2844,1.2855,1.2728,NULL,-0.86%
2022-05-03,1.2841,1.2883,1.2895,1.2824,NULL,-0.29%
2022-05-02,1.2878,1.2841,1.2915,1.2839,NULL,0.17%
2022-04-29,1.2856,1.2807,1.2863,1.2718,NULL,0.40%
2022-04-28,1.2805,1.2821,1.2881,1.2790,NULL,-0.11%
2022-04-27,1.2819,1.2822,1.2856,1.2777,NULL,-0.05%
2022-04-26,1.2825,1.2731,1.2829,1.2683,NULL,0.72%
2022-04-25,1.2733,1.2706,1.2779,1.2705,NULL,0.18%
2022-04-22,1.2710,1.2579,1.2728,1.2567,NULL,1.05%
2022-04-21,1.2578,1.2495,1.2592,1.2458,NULL,0.64%
2022-04-20,1.2498,1.2615,1.2626,1.2471,NULL,-0.94%
2022-04-19,1.2616,1.2614,1.2648,1.2567,NULL,0.01%
2022-04-18,1.2615,1.2613,1.2645,1.2603,NULL,0.03%
2022-04-15,1.2611,1.2601,1.2623,1.2591,NULL,0.10%
2022-04-14,1.2598,1.2569,1.2643,1.2521,NULL,0.25%
2022-04-13,1.2566,1.2642,1.2678,1.2554,NULL,-0.61%
2022-04-12,1.2643,1.2629,1.2663,1.2581,NULL,0.10%
2022-04-11,1.2631,1.2571,1.2642,1.2565,NULL,0.50%
2022-04-08,1.2568,1.2587,1.2620,1.2564,NULL,-0.17%
2022-04-07,1.2589,1.2543,1.2613,1.2536,NULL,0.37%
2022-04-06,1.2542,1.2489,1.2559,1.2479,NULL,0.46%
2022-04-05,1.2485,1.2483,1.2500,1.2402,NULL,-0.01%
2022-04-04,1.2486,1.2520,1.2530,1.2467,NULL,-0.26%
2022-04-01,1.2518,1.2502,1.2541,1.2479,NULL,0.15%
2022-03-31,1.2499,1.2480,1.2535,1.2464,NULL,0.15%
2022-03-30,1.2480,1.2503,1.2510,1.2429,NULL,-0.18%
2022-03-29,1.2502,1.2518,1.2532,1.2469,NULL,-0.14%
2022-03-28,1.2519,1.2479,1.2594,1.2472,NULL,0.37%
2022-03-25,1.2473,1.2527,1.2555,1.2464,NULL,-0.42%
2022-03-24,1.2526,1.2561,1.2588,1.2508,NULL,-0.26%
2022-03-23,1.2559,1.2570,1.2607,1.2542,NULL,-0.07%
2022-03-22,1.2568,1.2593,1.2624,1.2566,NULL,-0.19%
2022-03-21,1.2592,1.2604,1.2626,1.2564,NULL,-0.08%
2022-03-18,1.2602,1.2627,1.2648,1.2588,NULL,-0.18%
2022-03-17,1.2625,1.2677,1.2700,1.2612,NULL,-0.40%
2022-03-16,1.2676,1.2767,1.2780,1.2674,NULL,-0.68%
2022-03-15,1.2763,1.2824,1.2873,1.2760,NULL,-0.46%
2022-03-14,1.2822,1.2744,1.2828,1.2723,NULL,0.62%
2022-03-11,1.2743,1.2764,1.2796,1.2693,NULL,-0.19%
2022-03-10,1.2767,1.2811,1.2843,1.2750,NULL,-0.29%
2022-03-09,1.2804,1.2883,1.2896,1.2803,NULL,-0.59%
2022-03-08,1.2880,1.2821,1.2902,1.2795,NULL,0.48%
2022-03-07,1.2818,1.2732,1.2822,1.2685,NULL,0.69%
2022-03-04,1.2730,1.2681,1.2794,1.2668,NULL,0.39%
2022-03-03,1.2680,1.2631,1.2694,1.2586,NULL,0.41%
2022-03-02,1.2628,1.2740,1.2746,1.2627,NULL,-0.88%
2022-03-01,1.2740,1.2679,1.2752,1.2653,NULL,0.51%
2022-02-28,1.2675,1.2763,1.2811,1.2659,NULL,-0.24%
2022-02-25,1.2705,1.2816,1.2822,1.2695,NULL,-0.82%
2022-02-24,1.2810,1.2734,1.2879,1.2727,NULL,0.62%
2022-02-23,1.2731,1.2771,1.2773,1.2681,NULL,-0.30%
2022-02-22,1.2769,1.2750,1.2784,1.2718,NULL,0.14%
2022-02-21,1.2751,1.2752,1.2763,1.2721,NULL,0.02%
2022-02-18,1.2749,1.2704,1.2761,1.2673,NULL,0.37%
2022-02-17,1.2702,1.2688,1.2736,1.2675,NULL,0.17%
2022-02-16,1.2681,1.2720,1.2728,1.2664,NULL,-0.27%
2022-02-15,1.2715,1.2729,1.2776,1.2700,NULL,-0.10%
2022-02-14,1.2728,1.2744,1.2785,1.2719,NULL,-0.06%
2022-02-11,1.2736,1.2719,1.2756,1.2668,NULL,0.13%
2022-02-10,1.2719,1.2671,1.2729,1.2636,NULL,0.39%
2022-02-09,1.2670,1.2712,1.2717,1.2664,NULL,-0.32%
2022-02-08,1.2711,1.2668,1.2723,1.2663,NULL,0.35%
2022-02-07,1.2667,1.2763,1.2763,1.2657,NULL,-0.76%
2022-02-04,1.2764,1.2679,1.2789,1.2662,NULL,0.69%
2022-02-03,1.2676,1.2670,1.2717,1.2657,NULL,0.07%
2022-02-02,1.2667,1.2688,1.2707,1.2649,NULL,-0.15%
2022-02-01,1.2686,1.2708,1.2728,1.2655,NULL,-0.15%
2022-01-31,1.2705,1.2763,1.2779,1.2681,NULL,-0.44%
2022-01-28,1.2761,1.2743,1.2798,1.2712,NULL,0.16%
2022-01-27,1.2740,1.2670,1.2749,1.2649,NULL,0.59%
2022-01-26,1.2665,1.2623,1.2690,1.2559,NULL,0.30%
2022-01-25,1.2627,1.2637,1.2671,1.2597,NULL,-0.06%
2022-01-24,1.2634,1.2583,1.2703,1.2554,NULL,0.42%
2022-01-21,1.2581,1.2504,1.2590,1.2497,NULL,0.63%
2022-01-20,1.2502,1.2514,1.2518,1.2452,NULL,-0.09%
2022-01-19,1.2513,1.2515,1.2526,1.2450,NULL,0.01%
2022-01-18,1.2512,1.2516,1.2565,1.2485,NULL,-0.06%
2022-01-17,1.2519,1.2556,1.2559,1.2499,NULL,-0.27%
2022-01-14,1.2553,1.2521,1.2572,1.2468,NULL,0.26%
2022-01-13,1.2520,1.2510,1.2523,1.2451,NULL,0.10%
2022-01-12,1.2507,1.2575,1.2582,1.2493,NULL,-0.53%
2022-01-11,1.2574,1.2681,1.2684,1.2565,NULL,-0.82%
2022-01-10,1.2678,1.2649,1.2699,1.2610,NULL,0.27%
2022-01-07,1.2644,1.2733,1.2733,1.2632,NULL,-0.68%
2022-01-06,1.2730,1.2757,1.2815,1.2706,NULL,-0.17%
2022-01-05,1.2752,1.2707,1.2767,1.2691,NULL,0.36%
2022-01-04,1.2706,1.2746,1.2767,1.2666,NULL,-0.27%
2022-01-03,1.2741,1.2634,1.2780,1.2630,NULL,0.85%
2021-12-31,1.2634,1.2741,1.2752,1.2620,NULL,-0.83%
2021-12-30,1.2740,1.2796,1.2814,1.2734,NULL,-0.38%
2021-12-29,1.2788,1.2820,1.2837,1.2788,NULL,-0.27%
2021-12-28,1.2822,1.2787,1.2833,1.2780,NULL,0.31%
2021-12-27,1.2783,1.2812,1.2849,1.2779,NULL,-0.21%
2021-12-24,1.2810,1.2809,1.2836,1.2786,NULL,0.01%
2021-12-23,1.2809,1.2836,1.2855,1.2798,NULL,-0.19%
2021-12-22,1.2833,1.2917,1.2925,1.2832,NULL,-0.60%
2021-12-21,1.2910,1.2941,1.2949,1.2911,NULL,-0.24%
2021-12-20,1.2941,1.2893,1.2965,1.2883,NULL,0.43%
2021-12-17,1.2886,1.2773,1.2903,1.2770,NULL,0.91%
2021-12-16,1.2770,1.2835,1.2859,1.2761,NULL,-0.47%
2021-12-15,1.2830,1.2861,1.2938,1.2828,NULL,-0.24%
2021-12-14,1.2861,1.2805,1.2866,1.2795,NULL,0.45%
2021-12-13,1.2804,1.2725,1.2823,1.2705,NULL,0.66%
2021-12-10,1.2720,1.2714,1.2740,1.2679,NULL,0.06%
2021-12-09,1.2713,1.2656,1.2723,1.2649,NULL,0.49%
2021-12-08,1.2651,1.2639,1.2668,1.2607,NULL,0.10%
2021-12-07,1.2638,1.2753,1.2769,1.2635,NULL,-0.91%
2021-12-06,1.2754,1.2828,1.2843,1.2751,NULL,-0.69%
2021-12-03,1.2842,1.2804,1.2856,1.2741,NULL,0.27%
2021-12-02,1.2808,1.2817,1.2839,1.2776,NULL,-0.07%
2021-12-01,1.2817,1.2778,1.2831,1.2711,NULL,0.32%
2021-11-30,1.2776,1.2743,1.2838,1.2728,NULL,0.30%
2021-11-29,1.2738,1.2793,1.2795,1.2718,NULL,-0.38%
2021-11-26,1.2786,1.2648,1.2801,1.2645,NULL,1.09%
2021-11-25,1.2648,1.2666,1.2679,1.2638,NULL,-0.14%
2021-11-24,1.2666,1.2667,1.2712,1.2648,NULL,0.02%
2021-11-23,1.2664,1.2702,1.2746,1.2658,NULL,-0.27%
2021-11-22,1.2698,1.2634,1.2706,1.2625,NULL,0.47%
2021-11-19,1.2638,1.2601,1.2664,1.2582,NULL,0.30%
2021-11-18,1.2600,1.2611,1.2648,1.2590,NULL,-0.04%
2021-11-17,1.2605,1.2559,1.2624,1.2538,NULL,0.36%
2021-11-16,1.2560,1.2516,1.2569,1.2490,NULL,0.39%
2021-11-15,1.2511,1.2551,1.2557,1.2499,NULL,-0.25%
2021-11-12,1.2542,1.2579,1.2605,1.2539,NULL,-0.28%
2021-11-11,1.2577,1.2492,1.2598,1.2474,NULL,0.70%
2021-11-10,1.2489,1.2438,1.2504,1.2385,NULL,0.43%
2021-11-09,1.2436,1.2443,1.2487,1.2426,NULL,-0.04%
2021-11-08,1.2441,1.2462,1.2467,1.2433,NULL,-0.10%
2021-11-05,1.2454,1.2457,1.2481,1.2433,NULL,-0.01%
2021-11-04,1.2455,1.2391,1.2473,1.2375,NULL,0.53%
2021-11-03,1.2389,1.2405,1.2458,1.2379,NULL,-0.16%
